regulator	target	mor	likelihood
MTOR_UP.V1_DN	HIGD1C	1	1
MTOR_UP.V1_DN	ADAMTS8	1	1
MTOR_UP.V1_DN	SLC2A4	1	1
MTOR_UP.V1_DN	MAX	1	1
MTOR_UP.V1_DN	C1QTNF4	1	1
MTOR_UP.V1_DN	GDPD2	1	1
MTOR_UP.V1_DN	NELL2	1	1
MTOR_UP.V1_DN	SLC12A4	1	1
MTOR_UP.V1_DN	PLEKHA5	1	1
MTOR_UP.V1_DN	ARL4D	1	1
MTOR_UP.V1_DN	SULT2B1	1	1
MTOR_UP.V1_DN	PHAX	1	1
MTOR_UP.V1_DN	HYAL3	1	1
MTOR_UP.V1_DN	RRM2B	1	1
MTOR_UP.V1_DN	HLA-DQB1	1	1
MTOR_UP.V1_DN	LEPREL4	1	1
MTOR_UP.V1_DN	LIFR	1	1
MTOR_UP.V1_DN	PRSS23	1	1
MTOR_UP.V1_DN	CLCA3P	1	1
MTOR_UP.V1_DN	MYCN	1	1
MTOR_UP.V1_DN	COL20A1	1	1
MTOR_UP.V1_UP	FABP5	1	1
MTOR_UP.V1_UP	MSMO1	1	1
MTOR_UP.V1_UP	CYP51A1	1	1
MTOR_UP.V1_UP	TNFRSF12A	1	1
MTOR_UP.V1_UP	FAM3B	1	1
MTOR_UP.V1_UP	IDI1	1	1
MTOR_UP.V1_UP	LDLR	1	1
MTOR_UP.V1_UP	TFRC	1	1
MTOR_UP.V1_UP	PSAT1	1	1
MTOR_UP.V1_UP	CDK1	1	1
MTOR_UP.V1_UP	FOXI1	1	1
MTOR_UP.V1_UP	PFKP	1	1
MTOR_UP.V1_UP	MCM6	1	1
MTOR_UP.V1_UP	ALDOC	1	1
MTOR_UP.V1_UP	AK4	1	1
MTOR_UP.V1_UP	BST2	1	1
MTOR_UP.V1_UP	PCYT2	1	1
MTOR_UP.V1_UP	GPX2	1	1
MTOR_UP.V1_UP	RRM2	1	1
MTOR_UP.V1_UP	FGFBP1	1	1
MTOR_UP.V1_UP	SPRR1A	1	1
MTOR_UP.V1_UP	PAFAH2	1	1
MTOR_UP.V1_UP	DHCR24	1	1
MTOR_UP.V1_UP	FDPS	1	1
MTOR_UP.V1_UP	LGALS3	1	1
MTOR_UP.V1_UP	OAS2	1	1
MTOR_UP.V1_UP	HMGCS1	1	1
MTOR_UP.V1_UP	DLG4	1	1
MTOR_UP.V1_UP	SIGLEC1	1	1
MTOR_UP.V1_UP	LTV1	1	1
MTOR_UP.V1_UP	LOC646627	1	1
MTOR_UP.V1_UP	CDC20	1	1
MTOR_UP.V1_UP	DHCR7	1	1
MTOR_UP.V1_UP	PREP	1	1
MTOR_UP.V1_UP	MYO7B	1	1
MTOR_UP.V1_UP	IFIT2	1	1
MTOR_UP.V1_UP	SLC2A1	1	1
MTOR_UP.V1_UP	PTPN14	1	1
MTOR_UP.V1_UP	ABCA2	1	1
MTOR_UP.V1_UP	PPAN	1	1
MTOR_UP.V1_UP	S100A14	1	1
MTOR_UP.V1_UP	GSDMA	1	1
MTOR_UP.V1_UP	SQLE	1	1
MTOR_UP.V1_UP	DUOXA1	1	1
MTOR_UP.V1_UP	MTHFD1	1	1
MTOR_UP.V1_UP	IDH3A	1	1
MTOR_UP.V1_UP	STEAP1	1	1
MTOR_UP.V1_UP	MS4A7	1	1
MTOR_UP.V1_UP	IFI35	1	1
MTOR_UP.V1_UP	EEF1E1	1	1
MTOR_UP.V1_UP	HIVEP3	1	1
MTOR_UP.V1_UP	UBE2C	1	1
MTOR_UP.V1_UP	ZNF518B	1	1
MTOR_UP.V1_UP	PDK1	1	1
MTOR_UP.V1_UP	TG	1	1
MTOR_UP.V1_UP	KCNE3	1	1
MTOR_UP.V1_UP	APOOL	1	1
MTOR_UP.V1_UP	TESC	1	1
MTOR_UP.V1_UP	NKAIN1	1	1
MTOR_UP.V1_UP	RCOR2	1	1
MTOR_UP.V1_UP	LIPG	1	1
MTOR_UP.V1_UP	C9	1	1
MTOR_UP.V1_UP	BACH2	1	1
MTOR_UP.V1_UP	COMTD1	1	1
MTOR_UP.V1_UP	ELF5	1	1
MTOR_UP.V1_UP	LDHC	1	1
MTOR_UP.V1_UP	TMEM97	1	1
MTOR_UP.V1_UP	IL27RA	1	1
MTOR_UP.V1_UP	SEPT9	1	1
MTOR_UP.V1_UP	CDH17	1	1
MTOR_UP.V1_UP	IGLL1	1	1
MTOR_UP.V1_UP	CYP26A1	1	1
MTOR_UP.V1_UP	UHRF1	1	1
MTOR_UP.V1_UP	HELLS	1	1
MTOR_UP.V1_UP	PRKCA	1	1
MTOR_UP.V1_UP	RD3	1	1
MTOR_UP.V1_UP	MKL2	1	1
MTOR_UP.V1_UP	PYGL	1	1
MTOR_UP.V1_UP	HSPE1	1	1
MTOR_UP.V1_UP	HIST1H2BD	1	1
MTOR_UP.V1_UP	USP18	1	1
MTOR_UP.V1_UP	MCM5	1	1
MTOR_UP.V1_UP	MSX2	1	1
MTOR_UP.V1_UP	SERPINB5	1	1
MTOR_UP.V1_UP	TMEM53	1	1
MTOR_UP.V1_UP	A2LD1	1	1
MTOR_UP.V1_UP	MAK	1	1
MTOR_UP.V1_UP	KCNK4	1	1
MTOR_UP.V1_UP	SC5DL	1	1
MTOR_UP.V1_UP	NTSR1	1	1
MTOR_UP.V1_UP	STARD4	1	1
MTOR_UP.V1_UP	NSDHL	1	1
MTOR_UP.V1_UP	CPPED1	1	1
MTOR_UP.V1_UP	ATF3	1	1
MTOR_UP.V1_UP	HN1	1	1
MTOR_UP.V1_UP	INTS3	1	1
MTOR_UP.V1_UP	GSDMC	1	1
MTOR_UP.V1_UP	DBF4	1	1
MTOR_UP.V1_UP	BID	1	1
MTOR_UP.V1_UP	IFIT1	1	1
MTOR_UP.V1_UP	HSD17B13	1	1
MTOR_UP.V1_UP	C4orf49	1	1
MTOR_UP.V1_UP	ADORA2B	1	1
MTOR_UP.V1_UP	DFNA5	1	1
MTOR_UP.V1_UP	ERN1	1	1
MTOR_UP.V1_UP	SELRC1	1	1
MTOR_UP.V1_UP	H6PD	1	1
MTOR_UP.V1_UP	TARS2	1	1
MTOR_UP.V1_UP	CTRB1	1	1
MTOR_UP.V1_UP	KIAA1967	1	1
MTOR_UP.V1_UP	CCL5	1	1
MTOR_UP.V1_UP	TIPIN	1	1
MTOR_UP.V1_UP	TRMT5	1	1
MTOR_UP.V1_UP	IFI30	1	1
MTOR_UP.V1_UP	GCH1	1	1
MTOR_UP.V1_UP	OBFC2A	1	1
MTOR_UP.V1_UP	NQO2	1	1
MTOR_UP.V1_UP	COQ4	1	1
MTOR_UP.V1_UP	HMOX1	1	1
MTOR_UP.V1_UP	HTT	1	1
MTOR_UP.V1_UP	TPH1	1	1
MTOR_UP.V1_UP	KIF9	1	1
MTOR_UP.V1_UP	ATXN7L1	1	1
MTOR_UP.V1_UP	FNDC7	1	1
MTOR_UP.V1_UP	IL18RAP	1	1
MTOR_UP.V1_UP	SP100	1	1
MTOR_UP.V1_UP	CMA1	1	1
MTOR_UP.V1_UP	PCDHB5	1	1
MTOR_UP.V1_UP	SERPINA3	1	1
MTOR_UP.V1_UP	PCNA	1	1
MTOR_UP.V1_UP	TMEM106A	1	1
MTOR_UP.V1_UP	BDH1	1	1
MTOR_UP.V1_UP	TCF19	1	1
MTOR_UP.V1_UP	GABRG2	1	1
MTOR_UP.V1_UP	FAM134C	1	1
MTOR_UP.V1_UP	ADRA2B	1	1
MTOR_UP.V1_UP	CAPN12	1	1
MTOR_UP.V1_UP	NEIL3	1	1
MTOR_UP.V1_UP	RANBP9	1	1
MTOR_UP.V1_UP	ADRA1B	1	1
MTOR_UP.V1_UP	ANKRD33	1	1
MTOR_UP.V1_UP	ASB11	1	1
MTOR_UP.V1_UP	MINA	1	1
MTOR_UP.V1_UP	PRAF2	1	1
MTOR_UP.V1_UP	FAM131A	1	1
MTOR_UP.V1_UP	ISYNA1	1	1
MTOR_UP.V1_UP	SLC22A7	1	1
MTOR_UP.V1_UP	FTMT	1	1
MTOR_UP.V1_UP	BLK	1	1
MTOR_UP.V1_UP	VIP	1	1
MTOR_UP.V1_UP	CMBL	1	1
MTOR_UP.V1_UP	SMTNL1	1	1
MTOR_UP.V1_UP	TMEM40	1	1
MTOR_UP.V1_UP	FDFT1	1	1
MTOR_UP.V1_UP	KRBA1	1	1
MTOR_UP.V1_UP	PLAT	1	1
MTOR_UP.V1_UP	ALPK2	1	1
MTOR_UP.V1_UP	MBL1P	1	1
MTOR_UP.V1_UP	CDKN2B	1	1
MTOR_UP.V1_UP	AP2B1	1	1
MTOR_UP.V1_UP	SCGB3A2	1	1
MTOR_UP.V1_UP	LSS	1	1
MTOR_UP.V1_UP	TMPRSS4	1	1
MTOR_UP.V1_UP	RGS11	1	1
MTOR_UP.V1_UP	NIPSNAP3A	1	1
MTOR_UP.V1_UP	GSS	1	1
MTOR_UP.V1_UP	SLC41A3	1	1
MTOR_UP.V1_UP	CD300LD	1	1
MTOR_UP.V1_UP	CCDC86	1	1
MTOR_UP.V1_UP	STMN1	1	1
PIGF_UP.V1_DN	IGHA2	1	1
PIGF_UP.V1_DN	THY1	1	1
PIGF_UP.V1_DN	RPS4Y1	1	1
PIGF_UP.V1_DN	MYL9	1	1
PIGF_UP.V1_DN	TAS2R14	1	1
PIGF_UP.V1_DN	PDE1B	1	1
PIGF_UP.V1_DN	DDX3Y	1	1
PIGF_UP.V1_DN	CD5	1	1
PIGF_UP.V1_DN	FGA	1	1
PIGF_UP.V1_DN	TTLL3	1	1
PIGF_UP.V1_DN	POU2F3	1	1
PIGF_UP.V1_DN	IGFBP6	1	1
PIGF_UP.V1_DN	PKLR	1	1
PIGF_UP.V1_DN	GYPC	1	1
PIGF_UP.V1_DN	LOC730101	1	1
PIGF_UP.V1_DN	KCNAB2	1	1
PIGF_UP.V1_DN	CRX	1	1
PIGF_UP.V1_DN	SERPINA3	1	1
PIGF_UP.V1_DN	SMG6	1	1
PIGF_UP.V1_DN	IRF2BP1	1	1
PIGF_UP.V1_DN	MAST1	1	1
PIGF_UP.V1_DN	ENTPD3	1	1
PIGF_UP.V1_DN	TOP3B	1	1
PIGF_UP.V1_DN	GPR182	1	1
PIGF_UP.V1_DN	psiTPTE22	1	1
PIGF_UP.V1_DN	PTPRH	1	1
PIGF_UP.V1_DN	CSHL1	1	1
PIGF_UP.V1_DN	CEBPA	1	1
PIGF_UP.V1_DN	SLC14A2	1	1
PIGF_UP.V1_DN	EDN2	1	1
PIGF_UP.V1_DN	SH3BP1	1	1
PIGF_UP.V1_DN	CLPTM1	1	1
PIGF_UP.V1_DN	C9	1	1
PIGF_UP.V1_DN	MYOG	1	1
PIGF_UP.V1_DN	CCL16	1	1
PIGF_UP.V1_DN	CEACAM3	1	1
PIGF_UP.V1_DN	NELL2	1	1
PIGF_UP.V1_DN	CYP2A13	1	1
PIGF_UP.V1_DN	ACAT2	1	1
PIGF_UP.V1_DN	NCR3	1	1
PIGF_UP.V1_DN	PDE6A	1	1
PIGF_UP.V1_DN	ZNF646	1	1
PIGF_UP.V1_DN	AK4	1	1
PIGF_UP.V1_DN	CCDC9	1	1
PIGF_UP.V1_DN	AOC4	1	1
PIGF_UP.V1_DN	S100A4	1	1
PIGF_UP.V1_DN	ADH1B	1	1
PIGF_UP.V1_DN	ENPP2	1	1
PIGF_UP.V1_DN	ELAVL3	1	1
PIGF_UP.V1_DN	DHX34	1	1
PIGF_UP.V1_DN	CBFA2T3	1	1
PIGF_UP.V1_DN	PTPRU	1	1
PIGF_UP.V1_DN	MAP1A	1	1
PIGF_UP.V1_DN	KLK10	1	1
PIGF_UP.V1_DN	PPFIA4	1	1
PIGF_UP.V1_DN	KCNN4	1	1
PIGF_UP.V1_DN	ERF	1	1
PIGF_UP.V1_DN	CACNA1C	1	1
PIGF_UP.V1_DN	KCNQ3	1	1
PIGF_UP.V1_DN	GH1	1	1
PIGF_UP.V1_DN	DHCR24	1	1
PIGF_UP.V1_DN	ITGB4	1	1
PIGF_UP.V1_DN	RIMS3	1	1
PIGF_UP.V1_DN	NPAS3	1	1
PIGF_UP.V1_DN	SRGAP3	1	1
PIGF_UP.V1_DN	PXN	1	1
PIGF_UP.V1_DN	LOC441178	1	1
PIGF_UP.V1_DN	MCF2L	1	1
PIGF_UP.V1_DN	SPN	1	1
PIGF_UP.V1_DN	PKD1	1	1
PIGF_UP.V1_DN	CTF1	1	1
PIGF_UP.V1_DN	PIP5K1A	1	1
PIGF_UP.V1_DN	SPTB	1	1
PIGF_UP.V1_DN	MYO1F	1	1
PIGF_UP.V1_DN	MSI1	1	1
PIGF_UP.V1_DN	SHBG	1	1
PIGF_UP.V1_DN	DAAM2	1	1
PIGF_UP.V1_DN	APOC1	1	1
PIGF_UP.V1_DN	KRT31	1	1
PIGF_UP.V1_DN	GPR17	1	1
PIGF_UP.V1_DN	AMELX	1	1
PIGF_UP.V1_DN	GRIA1	1	1
PIGF_UP.V1_DN	GRM2	1	1
PIGF_UP.V1_DN	COL18A1	1	1
PIGF_UP.V1_DN	SRCAP	1	1
PIGF_UP.V1_DN	MTSS1L	1	1
PIGF_UP.V1_DN	LTK	1	1
PIGF_UP.V1_DN	DLGAP1	1	1
PIGF_UP.V1_DN	TMEM158	1	1
PIGF_UP.V1_DN	TROAP	1	1
PIGF_UP.V1_DN	CREBZF	1	1
PIGF_UP.V1_DN	CTRL	1	1
PIGF_UP.V1_DN	NFASC	1	1
PIGF_UP.V1_DN	PDPN	1	1
PIGF_UP.V1_DN	LY6E	1	1
PIGF_UP.V1_DN	CTSW	1	1
PIGF_UP.V1_DN	NFKB2	1	1
PIGF_UP.V1_DN	CLASRP	1	1
PIGF_UP.V1_DN	LOXL1	1	1
PIGF_UP.V1_DN	C21orf2	1	1
PIGF_UP.V1_DN	NOS1AP	1	1
PIGF_UP.V1_DN	PTGFR	1	1
PIGF_UP.V1_DN	OGDH	1	1
PIGF_UP.V1_DN	PITX3	1	1
PIGF_UP.V1_DN	GPR37L1	1	1
PIGF_UP.V1_DN	ARC	1	1
PIGF_UP.V1_DN	FCN2	1	1
PIGF_UP.V1_DN	DOLPP1	1	1
PIGF_UP.V1_DN	SVEP1	1	1
PIGF_UP.V1_DN	CEACAM6	1	1
PIGF_UP.V1_DN	PIK3R2	1	1
PIGF_UP.V1_DN	ATP2B2	1	1
PIGF_UP.V1_DN	ENTPD2	1	1
PIGF_UP.V1_DN	VGF	1	1
PIGF_UP.V1_DN	ZFHX2	1	1
PIGF_UP.V1_DN	AURKC	1	1
PIGF_UP.V1_DN	UBE2H	1	1
PIGF_UP.V1_DN	C16orf80	1	1
PIGF_UP.V1_DN	RRP7A	1	1
PIGF_UP.V1_DN	NOX1	1	1
PIGF_UP.V1_DN	KHDRBS2	1	1
PIGF_UP.V1_DN	PKP3	1	1
PIGF_UP.V1_DN	DLEC1	1	1
PIGF_UP.V1_DN	TAOK2	1	1
PIGF_UP.V1_DN	PAX2	1	1
PIGF_UP.V1_DN	KRT9	1	1
PIGF_UP.V1_DN	LRRC23	1	1
PIGF_UP.V1_DN	SLC6A15	1	1
PIGF_UP.V1_DN	PAIP2B	1	1
PIGF_UP.V1_DN	CYP1A1	1	1
PIGF_UP.V1_DN	GLYAT	1	1
PIGF_UP.V1_DN	FOXG1	1	1
PIGF_UP.V1_DN	BMP2	1	1
PIGF_UP.V1_DN	USP9Y	1	1
PIGF_UP.V1_DN	NR6A1	1	1
PIGF_UP.V1_DN	FZD7	1	1
PIGF_UP.V1_DN	OBSCN	1	1
PIGF_UP.V1_DN	NPR2	1	1
PIGF_UP.V1_DN	LOC652068	1	1
PIGF_UP.V1_DN	SNX29	1	1
PIGF_UP.V1_DN	ERVK-6	1	1
PIGF_UP.V1_DN	HBZ	1	1
PIGF_UP.V1_DN	SLC29A2	1	1
PIGF_UP.V1_DN	IQCK	1	1
PIGF_UP.V1_DN	CACNA1H	1	1
PIGF_UP.V1_DN	KCNC3	1	1
PIGF_UP.V1_DN	MLL2	1	1
PIGF_UP.V1_DN	SDC4	1	1
PIGF_UP.V1_DN	ZNF185	1	1
PIGF_UP.V1_DN	CDC20	1	1
PIGF_UP.V1_DN	COL11A2	1	1
PIGF_UP.V1_DN	HOMER2	1	1
PIGF_UP.V1_DN	GATA4	1	1
PIGF_UP.V1_DN	TMEM97	1	1
PIGF_UP.V1_DN	MEF2B	1	1
PIGF_UP.V1_DN	TNFSF12	1	1
PIGF_UP.V1_DN	SHH	1	1
PIGF_UP.V1_DN	TNFAIP3	1	1
PIGF_UP.V1_DN	PSG11	1	1
PIGF_UP.V1_DN	AVPR1B	1	1
PIGF_UP.V1_DN	CDKN2C	1	1
PIGF_UP.V1_DN	RFNG	1	1
PIGF_UP.V1_DN	GRAP2	1	1
PIGF_UP.V1_DN	RAB5C	1	1
PIGF_UP.V1_DN	ACTL6B	1	1
PIGF_UP.V1_DN	TMSB4Y	1	1
PIGF_UP.V1_DN	GSTTP2	1	1
PIGF_UP.V1_DN	CLDN9	1	1
PIGF_UP.V1_DN	SMARCD1	1	1
PIGF_UP.V1_DN	ATP1A3	1	1
PIGF_UP.V1_DN	C22orf24	1	1
PIGF_UP.V1_DN	IGFBP2	1	1
PIGF_UP.V1_DN	TRIO	1	1
PIGF_UP.V1_DN	NUCB1	1	1
PIGF_UP.V1_DN	BCAM	1	1
PIGF_UP.V1_DN	RELB	1	1
PIGF_UP.V1_DN	ANGEL1	1	1
PIGF_UP.V1_DN	EFNA5	1	1
PIGF_UP.V1_DN	ALOX5AP	1	1
PIGF_UP.V1_DN	CAMK2B	1	1
PIGF_UP.V1_DN	GFRA2	1	1
PIGF_UP.V1_DN	SSTR2	1	1
PIGF_UP.V1_DN	GNAL	1	1
PIGF_UP.V1_DN	SPRY1	1	1
PIGF_UP.V1_DN	EVPL	1	1
PIGF_UP.V1_DN	UTF1	1	1
PIGF_UP.V1_DN	IGFBP5	1	1
PIGF_UP.V1_DN	PRPF19	1	1
PIGF_UP.V1_DN	DPF1	1	1
PIGF_UP.V1_DN	NCAM1	1	1
PIGF_UP.V1_DN	ZFR2	1	1
PIGF_UP.V1_DN	SLC30A10	1	1
PIGF_UP.V1_DN	NOS2	1	1
PIGF_UP.V1_DN	GNB3	1	1
PIGF_UP.V1_UP	FABP4	1	1
PIGF_UP.V1_UP	LRRC17	1	1
PIGF_UP.V1_UP	MMP10	1	1
PIGF_UP.V1_UP	PTGS2	1	1
PIGF_UP.V1_UP	AMPH	1	1
PIGF_UP.V1_UP	OSBPL8	1	1
PIGF_UP.V1_UP	ZNF674	1	1
PIGF_UP.V1_UP	ASCC3	1	1
PIGF_UP.V1_UP	TFPI2	1	1
PIGF_UP.V1_UP	NUCB2	1	1
PIGF_UP.V1_UP	CCPG1	1	1
PIGF_UP.V1_UP	CRYZ	1	1
PIGF_UP.V1_UP	SCAF11	1	1
PIGF_UP.V1_UP	ROR1	1	1
PIGF_UP.V1_UP	ITGA2	1	1
PIGF_UP.V1_UP	ANGPT2	1	1
PIGF_UP.V1_UP	ATR	1	1
PIGF_UP.V1_UP	SAT1	1	1
PIGF_UP.V1_UP	C19orf6	1	1
PIGF_UP.V1_UP	AKAP9	1	1
PIGF_UP.V1_UP	NEK1	1	1
PIGF_UP.V1_UP	SULF1	1	1
PIGF_UP.V1_UP	KLRG1	1	1
PIGF_UP.V1_UP	RPGR	1	1
PIGF_UP.V1_UP	N4BP2L2	1	1
PIGF_UP.V1_UP	GPR37	1	1
PIGF_UP.V1_UP	SACS	1	1
PIGF_UP.V1_UP	ARMCX2	1	1
PIGF_UP.V1_UP	RUNX1T1	1	1
PIGF_UP.V1_UP	ZNF451	1	1
PIGF_UP.V1_UP	STON1	1	1
PIGF_UP.V1_UP	MMRN1	1	1
PIGF_UP.V1_UP	RECQL	1	1
PIGF_UP.V1_UP	IRAK1BP1	1	1
PIGF_UP.V1_UP	ZNF117	1	1
PIGF_UP.V1_UP	RFK	1	1
PIGF_UP.V1_UP	GGCX	1	1
PIGF_UP.V1_UP	XIST	1	1
PIGF_UP.V1_UP	RASGRP3	1	1
PIGF_UP.V1_UP	PSPHP1	1	1
PIGF_UP.V1_UP	THSD7A	1	1
PIGF_UP.V1_UP	GLRB	1	1
PIGF_UP.V1_UP	SLC4A7	1	1
PIGF_UP.V1_UP	PHF3	1	1
PIGF_UP.V1_UP	AGL	1	1
PIGF_UP.V1_UP	TWF1	1	1
PIGF_UP.V1_UP	ARMC6	1	1
PIGF_UP.V1_UP	BPGM	1	1
PIGF_UP.V1_UP	ZC3H14	1	1
PIGF_UP.V1_UP	TWISTNB	1	1
PIGF_UP.V1_UP	ABCE1	1	1
PIGF_UP.V1_UP	DNAJB9	1	1
PIGF_UP.V1_UP	RGS2	1	1
PIGF_UP.V1_UP	TTC37	1	1
PIGF_UP.V1_UP	RIPK2	1	1
PIGF_UP.V1_UP	TOPORS	1	1
PIGF_UP.V1_UP	PPAT	1	1
PIGF_UP.V1_UP	CPA3	1	1
PIGF_UP.V1_UP	UFL1	1	1
PIGF_UP.V1_UP	DHX29	1	1
PIGF_UP.V1_UP	TMED5	1	1
PIGF_UP.V1_UP	CRYBG3	1	1
PIGF_UP.V1_UP	CALB2	1	1
PIGF_UP.V1_UP	STAU2	1	1
PIGF_UP.V1_UP	IL6ST	1	1
PIGF_UP.V1_UP	OPA1	1	1
PIGF_UP.V1_UP	SPRYD7	1	1
PIGF_UP.V1_UP	PHEX	1	1
PIGF_UP.V1_UP	PRKACB	1	1
PIGF_UP.V1_UP	HS2ST1	1	1
PIGF_UP.V1_UP	KIF5B	1	1
PIGF_UP.V1_UP	F11	1	1
PIGF_UP.V1_UP	RIF1	1	1
PIGF_UP.V1_UP	ARL4A	1	1
PIGF_UP.V1_UP	PISD	1	1
PIGF_UP.V1_UP	TRMU	1	1
PIGF_UP.V1_UP	SREK1	1	1
PIGF_UP.V1_UP	FAM208A	1	1
PIGF_UP.V1_UP	GJA4	1	1
PIGF_UP.V1_UP	MAFK	1	1
PIGF_UP.V1_UP	ABCA8	1	1
PIGF_UP.V1_UP	GRB14	1	1
PIGF_UP.V1_UP	MTF2	1	1
PIGF_UP.V1_UP	SP3	1	1
PIGF_UP.V1_UP	IREB2	1	1
PIGF_UP.V1_UP	AIMP1	1	1
PIGF_UP.V1_UP	NUP155	1	1
PIGF_UP.V1_UP	CLEC2B	1	1
PIGF_UP.V1_UP	REV3L	1	1
PIGF_UP.V1_UP	EIF2S3	1	1
PIGF_UP.V1_UP	VCAN	1	1
PIGF_UP.V1_UP	THOC2	1	1
PIGF_UP.V1_UP	EFHA1	1	1
PIGF_UP.V1_UP	RARB	1	1
PIGF_UP.V1_UP	C9orf114	1	1
PIGF_UP.V1_UP	PDCD10	1	1
PIGF_UP.V1_UP	SLC33A1	1	1
PIGF_UP.V1_UP	KIAA0040	1	1
PIGF_UP.V1_UP	STXBP3	1	1
PIGF_UP.V1_UP	LTBP1	1	1
PIGF_UP.V1_UP	NECAP1	1	1
PIGF_UP.V1_UP	SYNE2	1	1
PIGF_UP.V1_UP	NAP1L3	1	1
PIGF_UP.V1_UP	PPID	1	1
PIGF_UP.V1_UP	ITSN2	1	1
PIGF_UP.V1_UP	CFH	1	1
PIGF_UP.V1_UP	BAZ2B	1	1
PIGF_UP.V1_UP	MARK2	1	1
PIGF_UP.V1_UP	CEP350	1	1
PIGF_UP.V1_UP	MKLN1	1	1
PIGF_UP.V1_UP	SOCS5	1	1
PIGF_UP.V1_UP	LARP4	1	1
PIGF_UP.V1_UP	AHCYL2	1	1
PIGF_UP.V1_UP	STAM2	1	1
PIGF_UP.V1_UP	MAST2	1	1
PIGF_UP.V1_UP	IL1RL1	1	1
PIGF_UP.V1_UP	DCP2	1	1
PIGF_UP.V1_UP	DMTF1	1	1
PIGF_UP.V1_UP	PGAP1	1	1
PIGF_UP.V1_UP	LPCAT4	1	1
PIGF_UP.V1_UP	TDRD3	1	1
PIGF_UP.V1_UP	BCLAF1	1	1
PIGF_UP.V1_UP	TRIP11	1	1
PIGF_UP.V1_UP	ACADM	1	1
PIGF_UP.V1_UP	PEX1	1	1
PIGF_UP.V1_UP	TDG	1	1
PIGF_UP.V1_UP	NEK7	1	1
PIGF_UP.V1_UP	UGP2	1	1
PIGF_UP.V1_UP	RCBTB2	1	1
PIGF_UP.V1_UP	RNF6	1	1
PIGF_UP.V1_UP	NRCAM	1	1
PIGF_UP.V1_UP	DNASE2	1	1
PIGF_UP.V1_UP	MAGOH	1	1
PIGF_UP.V1_UP	HIST1H2BM	1	1
PIGF_UP.V1_UP	CPD	1	1
PIGF_UP.V1_UP	HIF1A	1	1
PIGF_UP.V1_UP	GMFB	1	1
PIGF_UP.V1_UP	CREB1	1	1
PIGF_UP.V1_UP	TNFSF10	1	1
PIGF_UP.V1_UP	ZNF354A	1	1
PIGF_UP.V1_UP	ZZZ3	1	1
PIGF_UP.V1_UP	TDP2	1	1
PIGF_UP.V1_UP	CR2	1	1
PIGF_UP.V1_UP	PSPH	1	1
PIGF_UP.V1_UP	LGALS8	1	1
PIGF_UP.V1_UP	SKIV2L2	1	1
PIGF_UP.V1_UP	BCAS2	1	1
PIGF_UP.V1_UP	PAPOLA	1	1
PIGF_UP.V1_UP	HSD17B4	1	1
PIGF_UP.V1_UP	ZNF268	1	1
PIGF_UP.V1_UP	MAP2K4	1	1
PIGF_UP.V1_UP	NAT1	1	1
PIGF_UP.V1_UP	STK38L	1	1
PIGF_UP.V1_UP	HSPA13	1	1
PIGF_UP.V1_UP	MAPK6	1	1
PIGF_UP.V1_UP	ANAPC13	1	1
PIGF_UP.V1_UP	KIAA1033	1	1
PIGF_UP.V1_UP	CDC27	1	1
PIGF_UP.V1_UP	RRS1	1	1
PIGF_UP.V1_UP	CD2AP	1	1
PIGF_UP.V1_UP	SUCLA2	1	1
PIGF_UP.V1_UP	MBTPS2	1	1
PIGF_UP.V1_UP	COL8A1	1	1
PIGF_UP.V1_UP	MTM1	1	1
PIGF_UP.V1_UP	TGFBR3	1	1
PIGF_UP.V1_UP	PLA2G4A	1	1
PIGF_UP.V1_UP	MARCH7	1	1
PIGF_UP.V1_UP	UPF2	1	1
PIGF_UP.V1_UP	PCDHA12	1	1
PIGF_UP.V1_UP	RNF13	1	1
PIGF_UP.V1_UP	AGA	1	1
PIGF_UP.V1_UP	BACH1	1	1
PIGF_UP.V1_UP	DNAJC3	1	1
PIGF_UP.V1_UP	PPIG	1	1
PIGF_UP.V1_UP	TSPAN8	1	1
PIGF_UP.V1_UP	SLC38A6	1	1
PIGF_UP.V1_UP	ADAM9	1	1
PIGF_UP.V1_UP	HNRNPA3	1	1
PIGF_UP.V1_UP	TAF9	1	1
PIGF_UP.V1_UP	CCL22	1	1
PIGF_UP.V1_UP	SGMS1	1	1
PIGF_UP.V1_UP	RDH11	1	1
PIGF_UP.V1_UP	DZIP1	1	1
PIGF_UP.V1_UP	RAP1A	1	1
PIGF_UP.V1_UP	ATP2A3	1	1
PIGF_UP.V1_UP	MIPEP	1	1
PIGF_UP.V1_UP	SMC4	1	1
PIGF_UP.V1_UP	ATP13A3	1	1
PIGF_UP.V1_UP	CEBPZ	1	1
PIGF_UP.V1_UP	SMC3	1	1
PIGF_UP.V1_UP	TTR	1	1
VEGF_A_UP.V1_DN	FABP4	1	1
VEGF_A_UP.V1_DN	RGS4	1	1
VEGF_A_UP.V1_DN	AMPH	1	1
VEGF_A_UP.V1_DN	IL1RL1	1	1
VEGF_A_UP.V1_DN	SERPINB2	1	1
VEGF_A_UP.V1_DN	CDC45	1	1
VEGF_A_UP.V1_DN	DHFR	1	1
VEGF_A_UP.V1_DN	VEGFC	1	1
VEGF_A_UP.V1_DN	MEST	1	1
VEGF_A_UP.V1_DN	GABBR2	1	1
